PlanetIndex,star_class,star_temperature_in_Kelvin,star_radius_in_Solar_radii,distance_from_Earth_to_the_system_in_parsecs,semimajor_axis_of_the_planet_in_AU,planet_radius_in_km,planet_density,planet_surface_pressure_bars,kappa,gamma1,gamma2,alpha,beta,planet_surface_temperature_Kelvin,H2O,CO2,O2,N2,CH4,N2O,CO,O3,SO2,NH3,C2H6,NO2,planet_atmospheres_avg_mol_wgt,planets_mean_surface_albedo
0000000,5,3865.8815448891187,0.6116956248424297,8.641153238276944,0.2368616196867113,5547.156365434993,5.2366107553353,3.1328216828535664,-2.7298049928238024,0.6745014528421085,-0.5045616265418303,0.530267925003812,0.9461553940331668,305.64088407434184,0.022347802643219828,0.32654918322202364,0.4293763267969328,0.15685487867932002,0.0414861544711336,0.009597831896157732,0.0005687861558037527,0.0033016133420139663,0.008869041041659892,0.0008752626169586287,0.00016421836301397553,0.000008900771762236293,34.758161027570445,0.13945887173776392
0000001,3,6021.794550637255,1.8676464918531708,14.332857949630643,1.7151269154746736,4784.145072915197,4.995815011139473,4.638380406694414,-2.7453237571350853,0.7356221342200313,-0.2869478937567942,0.6416656131407901,0.7561375682152724,237.46414354695884,0.0437250069843814,0.6621657541754187,0.11537089979716672,0.09820018262182958,0.047714747380451436,0.00810868706798677,0.004632778059064672,0.001051341721723483,0.016843595918889485,0.0021472477809425213,0.00002932660893666093,0.000010431883208398605,38.791946640905614,0.46495312938829336
0000010,3,7048.490940428495,1.8027187343360924,10.381273773672426,2.7234816011052634,8945.114023774577,6.792732348239765,0.5169227991476653,-3.3349435361944204,-1.1083801473868042,-1.1576090348411534,0.009680297333955257,0.9084740587735112,224.79978040710097,0.032582868646379784,0.4704090292319284,0.1191317221336019,0.32351889225321245,0.0359106107712179,0.0025270851771750803,0.004367523072754288,0.000006218081471855868,0.009789724142800119,0.001742814297921807,0.0000031188721071426785,0.000010393319429204438,35.63211469088884,0.12574665907119764
0000100,3,6762.212094349183,1.4380921420797148,12.628664435801912,1.440168800491931,6575.976412112973,5.594037483809914,3.4938371852225933,-2.3714507336358848,-1.118672826705717,-0.2593577327432586,0.06708339023053222,0.8047572570901943,397.8732927472923,0.03442976248220312,0.2710150783165976,0.0058975888081529435,0.6398336484927686,0.017137126036580123,0.008888698807984513,0.009968388310321057,0.00004275310015586643,0.010031095963575674,0.002714735413487809,0.00003738987592911086,0.0000037343922439415204,32.29787280475318,0.6610263896832298
0000101,4,5521.426530914197,1.1170463165357232,3.352568823508302,1.2969536172830156,4181.122161728975,4.899522886050813,0.4233221202239602,-3.4269700831119394,0.9651370080172796,-0.12396036622704809,0.018266476176749924,1.0913445787771479,241.39533130869086,0.03988067014381791,0.40744601657434226,0.4001428775199867,0.10692986514438761,0.02184711473420862,0.004954060941355214,0.0070239050542130815,0.0027023221022816663,0.007617504262583673,0.0013576098557943825,0.00009025320081528595,0.000007800466213716966,35.85887317492038,0.4985198480176052
0000102,4,5768.399464524855,1.2730024795509132,2.1967102524700697,1.8233980322435477,4457.262357442435,4.908516126538615,2.0550554752776735,-2.0745776746725593,-0.09526656995262894,-0.7637693467464257,0.45572917254010303,0.8514682021851201,239.85250168974156,0.036778008799326446,0.0008198687350957975,0.20129403123750125,0.640176644386698,0.06494699772564505,0.00517879256730555,0.001645421863375487,0.00009093307266556148,0.030590995946122815,0.01814089813642849,0.00033046491173744074,0.000006942618098031888,28.67185362341625,0.5466727047460238
0000103,5,4871.343654161338,0.7704140494581794,10.103120040921988,0.6995067428824184,6440.137126935264,5.430598006061047,2.699336359452528,-2.8746960402874757,-0.37105642135268835,-1.0571833410997884,0.7252428052357548,0.8374691346037478,255.0257518198523,0.03700985795979221,0.38900804970163805,0.4211610982006994,0.10167934896956353,0.02719873248578256,0.008897129492741514,0.0032124028281045446,0.0016768135727981215,0.006120267310213164,0.0038154928119121943,0.00021735328009514122,0.0000034533866594972577,35.57386051628933,0.7328581142049351
0000104,5,5045.670895222957,0.7514060724792715,6.176267528634322,1.0461520070780026,4362.894181951691,4.959063012439009,2.6369649079025352,-3.4886639965093194,1.05691807368339,-0.41753555338353276,0.4391194934281514,1.013659507745994,200.9880799656523,0.01307843410415766,0.3149946491842572,0.310704258912733,0.31819160851825795,0.03301788754841603,0.00006614198906296784,0.007174502330678724,0.001526139730677678,0.00034339319125536256,0.0008259185382097691,0.00006994022236970979,0.000007125729924052319,33.799558403557434,0.38715219130192124
0000105,5,4987.392923678362,0.6273420256905838,14.92217484018772,0.6041670886094871,9211.203256031346,7.04224840094112,0.8774324083705961,-2.8137986489546796,-0.3350469810064822,-1.2525912006015054,0.42730420647905265,0.7292300233516678,180.28781946984628,0.051627901755461274,0.5123783651848023,0.05398200483520649,0.3505692344059622,0.006385736629396361,0.009253381877880662,0.002927313774491032,0.00019028570303052,0.010589991795907597,0.002072933995394511,0.000020803939212243728,0.0000020461032547483387,36.343301891038884,0.6780094704767325
0000106,3,6436.877928420107,1.8763901339794307,2.503889980745071,2.2144011984333574,4911.229541791579,5.2071079337121,3.403252972732032,-2.038947959461912,-0.6690391311339634,-0.5258652784875177,0.9366035262787956,0.9425253101160164,328.7070884317434,0.02300614812084191,0.023916749299931876,0.31662619271404635,0.5775809935023531,0.027289123764041166,0.006622620712722592,0.008527700112646867,0.0026840714284716762,0.010883444125496869,0.002605034703674738,0.0002552760878694692,0.0000026454279032130383,29.624606150713337,0.389406929223057
0000107,3,6702.32674294644,1.6823857674226872,3.8018168259436917,2.8171268116859567,6541.966460474428,5.567882240999299,1.6809215861496982,-2.509851054793855,-0.7349468344830649,-0.9009346725687075,0.4347818646064484,0.8695410424805144,276.87170352955224,0.05454913930977438,0.22224273534133912,0.10838900193575823,0.5820609139659212,0.015094830574831346,0.004946351078533122,0.009437147194929192,0.0004965485687529754,0.0005095280014685602,0.002181560754241797,0.0000866788520242085,0.000005564422425883391,31.358206724027475,0.7897930582441804
0000108,4,5321.713248179801,0.8037621395757495,3.8745821213122014,0.7474096129287386,8457.707295426022,6.7128122192828785,0.9358017961039203,-3.1209407201110935,0.8839100837392975,-0.4334578678309038,0.6621604642629618,0.8730907701284337,219.5390799591165,0.007325117347493848,0.3937027002979854,0.22189596895723396,0.33073797217349726,0.03772309716744327,0.0017317056909871326,0.0031136962119406243,0.000125957831484151,0.0008387125432259771,0.0027085291059938785,0.00009111650914571966,0.000005426163568674078,34.70165951724559,0.5929808216375977
0000109,5,5173.568703870557,0.9110722130993711,13.279941452052828,1.2842069388197284,9738.321821364161,7.350698572059391,6.947939267792025,-3.0358304608217175,-0.8962127403756914,-0.3135431511442075,0.5542743124429347,0.8576470133483828,208.27669292390905,0.03710635832171684,0.6773581773757937,0.06450334156009865,0.1626639193935707,0.03547067199919515,0.010168905241250036,0.003996147441371984,0.00028174908434292644,0.005501845338561742,0.0029379713699962773,0.000006001629548338983,0.000004911244553797477,38.64491519959169,0.5748503849069841
0000011,5,4720.464404857978,0.8482826677351595,9.76610110369432,1.0848686141071384,3242.4145266054547,4.562931970127348,0.6231154020036986,-2.298985357733202,-0.23497281299971573,-0.5419335715112394,0.7983628299655682,1.0515844053086547,251.12423154472688,0.04407839419082694,0.42604849364650577,0.46094612231601745,0.05549303323465544,0.003541588434470142,0.007963877419548644,0.0006228453486839012,0.00019425789608303954,0.000019622642851463654,0.0010648751697342122,0.000020103628212681884,0.000006786072410213341,36.30331784167746,0.3226382750642229
0000110,3,6258.782158471628,1.7827565914951398,2.971358924246511,2.007206252349697,10144.038475642843,7.321209513045757,6.372116416590474,-3.487886455480336,0.717626315436183,-0.1958752399900252,0.4934630877926881,0.9484414362770095,256.5063860381888,0.022076459513932445,0.48758814055321625,0.09371426779208344,0.33227744415664867,0.04489103869094316,0.005497057787855515,0.003326804218608107,0.00020541745911841554,0.006983851101250652,0.0030494642265567464,0.00038430795467813404,0.0000057465451086082456,35.73904420434901,0.7973451918719873
